test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
TCONS_00001991	XLOC_001201	ZNF585A	chr19:37641000-37663615	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001992	XLOC_001202	ZNF585B	chr19:37672480-37701451	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001993	XLOC_001203	LOC284412	chr19:37756840-37759912	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001994	XLOC_001204	ZNF569	chr19:37902059-37958339	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001995	XLOC_001205	ZNF571	chr19:38039850-38105079	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001996	XLOC_001206	ZFP30	chr19:38123388-38146313	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001997	XLOC_001207	ZNF781	chr19:38158649-38183216	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001998	XLOC_001208	ZNF607	chr19:38187263-38210691	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00001999	XLOC_001208	ZNF607	chr19:38187263-38210691	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002000	XLOC_001209	ZNF573	chr19:38229202-38270230	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002001	XLOC_001209	ZNF573	chr19:38229202-38270230	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002002	XLOC_001209	ZNF573	chr19:38229202-38270230	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002003	XLOC_001209	ZNF573	chr19:38229202-38270230	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002004	XLOC_001209	ZNF573	chr19:38229202-38270230	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002005	XLOC_001209	ZNF573	chr19:38229202-38270230	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002006	XLOC_001210	LOC100631378	chr19:38308050-38345836	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002007	XLOC_001211	WDR87	chr19:38375471-38397317	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002008	XLOC_001212	DPF1	chr19:38701648-38720317	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002009	XLOC_001212	DPF1	chr19:38701648-38720317	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002010	XLOC_001212	DPF1	chr19:38701648-38720317	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002011	XLOC_001212	DPF1	chr19:38701648-38720317	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002012	XLOC_001213	PPP1R14A	chr19:38741876-38747231	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002013	XLOC_001213	PPP1R14A	chr19:38741876-38747231	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002014	XLOC_001214	YIF1B	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002015	XLOC_001214	YIF1B	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002016	XLOC_001214	YIF1B	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002017	XLOC_001214	YIF1B	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002018	XLOC_001214	YIF1B	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002019	XLOC_001214	YIF1B	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002020	XLOC_001214	YIF1B	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002021	XLOC_001214	YIF1B	chr19:38794199-38806606	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002022	XLOC_001215	GGN	chr19:38874991-38878668	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002023	XLOC_001216	RASGRP4	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002024	XLOC_001216	RASGRP4	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002025	XLOC_001216	RASGRP4	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002026	XLOC_001216	RASGRP4	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002027	XLOC_001216	RASGRP4	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002028	XLOC_001216	RASGRP4	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002029	XLOC_001216	RASGRP4	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002030	XLOC_001216	RASGRP4	chr19:38893774-38916945	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002031	XLOC_001217	MAP4K1	chr19:39078280-39108643	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002032	XLOC_001217	MAP4K1	chr19:39078280-39108643	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002033	XLOC_001218	CAPN12	chr19:39138266-39235114	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002034	XLOC_001219	LGALS7	chr19:39261607-39264157	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002035	XLOC_001220	LGALS4	chr19:39292310-39303740	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002036	XLOC_001221	ECH1	chr19:39306061-39322497	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002037	XLOC_001222	HNRNPL	chr19:39327027-39342979	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002038	XLOC_001222	HNRNPL	chr19:39327027-39342979	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002039	XLOC_001223	RINL	chr19:39358471-39368919	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002040	XLOC_001223	RINL	chr19:39358471-39368919	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002041	XLOC_001224	SIRT2	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002042	XLOC_001224	SIRT2	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002043	XLOC_001224	SIRT2	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002044	XLOC_001224	SIRT2	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002045	XLOC_001224	SIRT2	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002046	XLOC_001224	SIRT2	chr19:39369194-39399534	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002047	XLOC_001225	LOC643669	chr19:39399619-39402798	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002048	XLOC_001226	SARS2	chr19:39405903-39423659	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002049	XLOC_001226	SARS2	chr19:39405903-39423659	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002050	XLOC_001227	FBXO17	chr19:39432041-39466380	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002051	XLOC_001227	FBXO17	chr19:39432041-39466380	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002052	XLOC_001228	FBXO27	chr19:39514662-39523198	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002053	XLOC_001229	SYCN	chr19:39693561-39694906	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002054	XLOC_001230	IL28B	chr19:39734271-39735611	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002055	XLOC_001231	LRFN1	chr19:39797456-39805976	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002056	XLOC_001232	GMFG	chr19:39818998-39826726	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002057	XLOC_001233	PAF1	chr19:39876269-39881679	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002058	XLOC_001234	MIR4530	chr19:39900262-39900318	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002059	XLOC_001235	RPS16	chr19:39923846-39926618	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002060	XLOC_001236	EID2B	chr19:40021629-40023494	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002061	XLOC_001237	EID2	chr19:40029446-40030838	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002062	XLOC_001238	CLC	chr19:40221892-40228669	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002063	XLOC_001239	DYRK1B	chr19:40315989-40324841	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002064	XLOC_001239	DYRK1B	chr19:40315989-40324841	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002065	XLOC_001239	DYRK1B	chr19:40315989-40324841	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002066	XLOC_001240	FBL	chr19:40325092-40337054	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002067	XLOC_001241	FCGBP	chr19:40353962-40440533	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002068	XLOC_001242	ZNF780B	chr19:40534166-40562115	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002069	XLOC_001243	ZNF780A	chr19:40575058-40596845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002070	XLOC_001243	ZNF780A	chr19:40575058-40596845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002071	XLOC_001243	ZNF780A	chr19:40575058-40596845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002072	XLOC_001243	ZNF780A	chr19:40575058-40596845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002073	XLOC_001243	ZNF780A	chr19:40575058-40596845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002074	XLOC_001243	ZNF780A	chr19:40575058-40596845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002075	XLOC_001243	ZNF780A	chr19:40575058-40596845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002076	XLOC_001244	TTC9B	chr19:40721964-40724306	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002077	XLOC_001245	CNTD2	chr19:40728114-40732597	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002078	XLOC_001246	AKT2	chr19:40736223-40791302	Adrena	Brain	NOTEST	0.10874	0	-inf	0	1	1	no
TCONS_00002079	XLOC_001246	AKT2	chr19:40736223-40791302	Adrena	Brain	NOTEST	4.68312	0	-inf	0	1	1	no
TCONS_00002080	XLOC_001246	AKT2	chr19:40736223-40791302	Adrena	Brain	NOTEST	0.0248072	0	-inf	0	1	1	no
TCONS_00002081	XLOC_001247	MIR641	chr19:40736223-40791302	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002082	XLOC_001248	C19orf47	chr19:40826966-40884390	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002083	XLOC_001248	C19orf47	chr19:40826966-40884390	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002084	XLOC_001248	C19orf47	chr19:40826966-40884390	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002085	XLOC_001248	C19orf47	chr19:40826966-40884390	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002086	XLOC_001249	HIPK4	chr19:40885177-40896094	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002087	XLOC_001250	PRX	chr19:40899670-40919271	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002088	XLOC_001250	PRX	chr19:40899670-40919271	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002089	XLOC_001251	SERTAD1	chr19:40928408-40931932	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002090	XLOC_001252	SERTAD3	chr19:40946747-40950282	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002091	XLOC_001252	SERTAD3	chr19:40946747-40950282	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002092	XLOC_001253	BLVRB	chr19:40953690-40971725	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002093	XLOC_001254	NUMBL	chr19:41171811-41196556	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002094	XLOC_001255	ADCK4	chr19:41197433-41222790	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002095	XLOC_001255	ADCK4	chr19:41197433-41222790	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002096	XLOC_001255	ADCK4	chr19:41197433-41222790	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002097	XLOC_001256	C19orf54	chr19:41223007-41255828	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002098	XLOC_001257	CYP2A6	chr19:41349442-41356352	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002099	XLOC_001258	CYP2A7	chr19:41381343-41388657	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002100	XLOC_001258	CYP2A7	chr19:41381343-41388657	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002101	XLOC_001259	TGFB1	chr19:41836811-41859831	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002102	XLOC_001260	B9D2	chr19:41860321-41889987	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002103	XLOC_001261	EXOSC5	chr19:41892275-41903256	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002104	XLOC_001262	B3GNT8	chr19:41931263-41934635	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002105	XLOC_001263	ATP5SL	chr19:41937222-41945843	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002106	XLOC_001263	ATP5SL	chr19:41937222-41945843	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002107	XLOC_001263	ATP5SL	chr19:41937222-41945843	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002108	XLOC_001263	ATP5SL	chr19:41937222-41945843	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002109	XLOC_001263	ATP5SL	chr19:41937222-41945843	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002110	XLOC_001263	ATP5SL	chr19:41937222-41945843	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002111	XLOC_001263	ATP5SL	chr19:41937222-41945843	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002112	XLOC_001263	ATP5SL	chr19:41937222-41945843	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002113	XLOC_001264	LOC100505495	chr19:41960073-42006554	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002114	XLOC_001265	CEACAM4	chr19:42125343-42133442	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002115	XLOC_001266	CEACAM7	chr19:42177234-42192096	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002116	XLOC_001267	LYPD4	chr19:42341149-42348508	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002117	XLOC_001268	RABAC1	chr19:42460832-42463528	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002118	XLOC_001269	ATP1A3	chr19:42470733-42498428	Adrena	Brain	NOTEST	0	72.3772	inf	0	1	1	no
TCONS_00002119	XLOC_001269	ATP1A3	chr19:42470733-42498428	Adrena	Brain	NOTEST	0	0.00471847	inf	0	1	1	no
TCONS_00002120	XLOC_001269	ATP1A3	chr19:42470733-42498428	Adrena	Brain	NOTEST	0	0.041255	inf	0	1	1	no
TCONS_00002121	XLOC_001270	GRIK5	chr19:42502472-42569957	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002122	XLOC_001271	POU2F2	chr19:42590261-42636625	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002123	XLOC_001271	POU2F2	chr19:42590261-42636625	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002124	XLOC_001271	POU2F2	chr19:42590261-42636625	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002125	XLOC_001271	POU2F2	chr19:42590261-42636625	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002126	XLOC_001272	MIR4323	chr19:42636780-42641251	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002127	XLOC_001273	DEDD2	chr19:42702751-42721813	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002128	XLOC_001274	GSK3A	chr19:42734337-42746736	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002129	XLOC_001275	ERF	chr19:42751716-42759309	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002130	XLOC_001276	PAFAH1B3	chr19:42801184-42814973	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002131	XLOC_001276	PAFAH1B3	chr19:42801184-42814973	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002132	XLOC_001276	PAFAH1B3	chr19:42801184-42814973	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002133	XLOC_001277	CNFN	chr19:42891170-42894444	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002134	XLOC_001278	LIPE	chr19:42905665-42931578	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002135	XLOC_001279	CXCL17	chr19:42932694-42947136	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002136	XLOC_001280	CEACAM1	chr19:43011457-43032661	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002137	XLOC_001280	CEACAM1	chr19:43011457-43032661	Adrena	Brain	NOTEST	0.28183	0	-inf	0	1	1	no
TCONS_00002138	XLOC_001280	CEACAM1	chr19:43011457-43032661	Adrena	Brain	NOTEST	0.000962356	0	-inf	0	1	1	no
TCONS_00002139	XLOC_001280	CEACAM1	chr19:43011457-43032661	Adrena	Brain	NOTEST	7.75951	0	-inf	0	1	1	no
TCONS_00002140	XLOC_001280	CEACAM1	chr19:43011457-43032661	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002141	XLOC_001280	CEACAM1	chr19:43011457-43032661	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002142	XLOC_001281	CEACAM8	chr19:43084394-43099082	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002143	XLOC_001282	PSG3	chr19:43225793-43244668	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002144	XLOC_001283	PSG8	chr19:43256838-43269831	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002145	XLOC_001283	PSG8	chr19:43256838-43269831	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002146	XLOC_001283	PSG8	chr19:43256838-43269831	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002147	XLOC_001284	PSG10P	chr19:43341148-43359870	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002148	XLOC_001285	PSG1	chr19:43370612-43383871	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002149	XLOC_001285	PSG1	chr19:43370612-43383871	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002150	XLOC_001285	PSG1	chr19:43370612-43383871	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002151	XLOC_001285	PSG1	chr19:43370612-43383871	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002152	XLOC_001286	PSG6	chr19:43406239-43422043	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002153	XLOC_001286	PSG6	chr19:43406239-43422043	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002154	XLOC_001287	PSG7	chr19:43428283-43441330	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002155	XLOC_001287	PSG7	chr19:43428283-43441330	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002156	XLOC_001288	PSG11	chr19:43511808-43530631	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002157	XLOC_001288	PSG11	chr19:43511808-43530631	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002158	XLOC_001288	PSG11	chr19:43511808-43530631	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002159	XLOC_001288	PSG11	chr19:43511808-43530631	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002160	XLOC_001289	PSG2	chr19:43568361-43586893	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002161	XLOC_001290	PSG5	chr19:43671894-43690688	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002162	XLOC_001290	PSG5	chr19:43671894-43690688	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002163	XLOC_001291	PSG4	chr19:43696853-43709790	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002164	XLOC_001291	PSG4	chr19:43696853-43709790	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002165	XLOC_001292	LOC284344	chr19:43715942-43752798	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002166	XLOC_001293	PSG9	chr19:43757434-43773682	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002167	XLOC_001294	LYPD3	chr19:43964945-43969831	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002168	XLOC_001295	PHLDB3	chr19:43979254-44008985	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002169	XLOC_001296	ETHE1	chr19:44010870-44031396	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002170	XLOC_001297	XRCC1	chr19:44047463-44079730	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002171	XLOC_001298	IRGQ	chr19:44088518-44100287	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002172	XLOC_001299	ZNF428	chr19:44111375-44124014	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002173	XLOC_001300	CADM4	chr19:44126521-44143991	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002174	XLOC_001301	PLAUR	chr19:44150246-44174498	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002175	XLOC_001301	PLAUR	chr19:44150246-44174498	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002176	XLOC_001301	PLAUR	chr19:44150246-44174498	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002177	XLOC_001302	SMG9	chr19:44235300-44259142	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002178	XLOC_001303	KCNN4	chr19:44270684-44285409	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002179	XLOC_001304	LYPD5	chr19:44300078-44324808	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002180	XLOC_001304	LYPD5	chr19:44300078-44324808	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002181	XLOC_001305	ZNF404	chr19:44376514-44384288	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002182	XLOC_001306	LOC100505715	chr19:44395955-44405955	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002183	XLOC_001307	ZNF45	chr19:44416775-44439411	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002184	XLOC_001308	LOC100379224	chr19:44598481-44617336	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002185	XLOC_001309	ZNF235	chr19:44790500-44809178	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002186	XLOC_001310	ZFP112	chr19:44830705-44860856	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002187	XLOC_001310	ZFP112	chr19:44830705-44860856	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002188	XLOC_001311	ZNF285	chr19:44889807-44905777	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002189	XLOC_001312	ZNF229	chr19:44930425-44952665	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002190	XLOC_001313	ZNF180	chr19:44979858-45004574	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002191	XLOC_001314	CEACAM20	chr19:45010210-45033548	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002192	XLOC_001314	CEACAM20	chr19:45010210-45033548	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002193	XLOC_001314	CEACAM20	chr19:45010210-45033548	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002194	XLOC_001314	CEACAM20	chr19:45010210-45033548	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002195	XLOC_001315	CEACAM22P	chr19:45041044-45060150	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002196	XLOC_001316	MIR4531	chr19:45147097-45169428	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002197	XLOC_001317	ZNF296	chr19:45574757-45579688	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002198	XLOC_001318	NKPD1	chr19:45653007-45663408	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002199	XLOC_001319	TRAPPC6A	chr19:45666185-45681485	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002200	XLOC_001320	EXOC3L2	chr19:45715878-45737469	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002201	XLOC_001321	CKM	chr19:45809670-45826233	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002202	XLOC_001322	ERCC2	chr19:45843997-45873845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002203	XLOC_001322	ERCC2	chr19:45843997-45873845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002204	XLOC_001322	ERCC2	chr19:45843997-45873845	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002205	XLOC_001323	PPP1R13L	chr19:45882891-45927177	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
TCONS_00002206	XLOC_001323	PPP1R13L	chr19:45882891-45927177	Adrena	Brain	NOTEST	0	0	0	0	1	1	no
